,seed,n_samples,n_features,n_clusters,k,std,Base Model_train,Base Model_valid,Base Model_mean_error,Base Model_test,Naive Bayes_train,Naive Bayes_valid,Naive Bayes_mean_error,Naive Bayes_test,Decision Tree_train,Decision Tree_valid,Decision Tree_mean_error,Decision Tree_test,Random Forest_train,Random Forest_valid,Random Forest_mean_error,Random Forest_test,Linear SVM_train,Linear SVM_valid,Linear SVM_mean_error,Linear SVM_test,RBF SVM_train,RBF SVM_valid,RBF SVM_mean_error,RBF SVM_test,MLP_train,MLP_valid,MLP_mean_error,MLP_test
0,0,500,20,20,5,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.97,3.553868003627094,0.96,0.9975,0.98,0.9286778787835714,0.99,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1,1,500,20,20,5,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.94,3.6006417059985325,0.97,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2,2,500,20,20,5,1.5,1.0,1.0,0.0,1.0,1.0,0.99,0.0,1.0,1.0,0.94,5.458014616905027,0.95,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
3,3,500,20,20,5,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.94,5.456120061264471,0.95,0.9975,0.99,0.8967607034634635,0.99,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
4,4,500,20,20,5,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99,6.573548467278705,0.94,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
5,0,1000,20,20,10,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.96,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
6,1,1000,20,20,10,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.98,1.9611844240580931,0.98,1.0,0.995,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
7,2,1000,20,20,10,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.985,4.766047487196126,0.96,0.99875,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
8,3,1000,20,20,10,1.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.965,1.1050140985422798,0.99,0.99875,0.995,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
9,4,1000,20,20,10,1.5,1.0,1.0,0.0,1.0,0.99875,1.0,0.0,1.0,1.0,0.97,6.796641216149099,0.93,0.9975,1.0,1.0223997981880037,0.99,1.0,1.0,0.0,1.0,0.99875,1.0,0.0,1.0,1.0,1.0,0.0,1.0
